C_1941101,T_7037
C_1944717,T_13424
C_1944717,T_13425
C_1944725,T_13812
C_1944725,T_13811
C_1944726,T_11474
C_1944727,T_13826
C_1944731,T_10640
C_1960452,T_14166
C_1979097,T_14177
C_1987717,T_7010
C_1987717,T_14193
C_1992917,T_14230
C_1992921,T_8781
C_1992925,T_11393
C_1992925,T_11397
C_1992935,T_13412
C_1992941,T_14086
C_1992950,T_13267
C_1992955,T_3471
C_1992955,T_3472
C_1996570,T_12945
C_1996570,T_12947
C_2009086,T_472
C_2033958,T_14357
C_2033958,T_5402
C_2059292,T_13996
C_2059297,T_13407
C_2059299,T_13870
C_2059301,T_14200
C_2059314,T_14251
C_2059315,T_13906
C_2059947,T_14377
C_2059947,T_14382
C_2059947,T_14222
C_2066096,T_14338
C_2066096,T_14339
C_2097699,T_14218
C_2097699,T_14220
C_2097699,T_14221
C_2113371,T_14594
C_2141537,T_49
C_2141852,T_13999
C_2141852,T_13997
C_2151142,T_7427
C_2151142,T_14622
C_2151142,T_14623
C_2197691,T_14786
C_2199441,T_13729
C_2199442,T_14426
C_2199442,T_14427
C_2199443,T_14608
C_2199443,T_14751
C_2199443,T_14772
C_2199443,T_14868
C_2199444,T_14683
C_2199445,T_14618
C_2199450,T_14660
C_2203212,T_14559
C_2203510,T_5839
C_2215284,T_14882
C_2218127,T_14620
C_2218127,T_14621
C_2219435,T_14914
C_2221551,T_14157
C_2221551,T_14662
C_2221586,T_14327
C_2221586,T_14333
C_2221591,T_12337
C_2223976,T_14706
C_2223998,T_14435
C_2223998,T_14438
C_2225789,T_14840
C_2226095,T_14972
C_2228974,T_10860
C_2228984,T_13217
C_2229010,T_1301
C_2229905,T_10664
C_2229915,T_14995
C_2229915,T_14998
C_2229924,T_13232
C_2229928,T_13715
C_2237037,T_15079
C_2244927,T_2137
C_2244927,T_2138
C_2252926,T_10392
C_2256608,T_15245
C_2266754,T_14800
C_2266767,T_13988
C_2266768,T_15271
C_2266770,T_15134
C_2281492,T_15325
C_2281545,T_15377
C_2286831,T_11468
C_2286850,T_13858
C_2287011,T_13188
C_2290629,T_358
C_2293994,T_3667
C_2293994,T_15784
C_2297218,T_15183
C_2297227,T_15204
C_2297227,T_15216
C_2297229,T_15194
C_2297230,T_14820
C_2297240,T_13780
C_2297242,T_15490
C_2297243,T_14149
C_2297250,T_15161
C_2301717,T_15290
C_2308090,T_15683
C_2308090,T_15625
C_2308096,T_15580
C_2308104,T_15710
C_2308105,T_15700
C_2308112,T_15277
C_2308303,T_15744
C_2316343,T_14195
C_2316351,T_15876
C_2316351,T_15878
C_2316354,T_15791
C_2316356,T_3437
C_2316356,T_14835
C_2316358,T_7190
C_2316362,T_166
C_2316364,T_15878
C_2328468,T_16029
C_2328468,T_16030
C_2328470,T_15972
C_2328471,T_14698
C_2328478,T_15855
C_2328479,T_15265
C_2328485,T_15937
C_2328485,T_15945
C_2328485,T_15946
C_2328506,T_16000
C_2328507,T_15889
C_2328510,T_15983
C_2328512,T_15809
C_2328512,T_15811
C_2328543,T_16106
C_2328543,T_16110
C_2328546,T_16189
C_2328553,T_15990
C_2329521,T_16056
C_2329521,T_16061
C_2329521,T_16048
C_2332739,T_172
C_2335746,T_15871
C_2335757,T_10699
C_2335757,T_10831
C_2335758,T_16697
C_2335763,T_16175
C_2337972,T_3988
C_2337996,T_805
C_2338031,T_1195
C_2338059,T_1561
C_2338076,T_835
C_2339808,T_10566
C_2341406,T_16212
C_2342491,T_16068
C_2342491,T_16070
C_2342497,T_13950
C_2342499,T_16183
C_2342501,T_16310
C_2342501,T_16319
C_2342512,T_16102
C_2342512,T_16101
C_2342512,T_16105
C_2344479,T_16365
C_2344479,T_16366
C_597225,T_42
C_597314,T_113
C_597367,T_161
C_629513,T_209
C_629514,T_20
C_629559,T_241
C_645178,T_22
C_674917,T_317
C_674937,T_336
C_674942,T_342
C_674942,T_343
C_674948,T_350
C_676635,T_371
C_676648,T_409
C_676657,T_424
C_676658,T_422
C_676661,T_5279
C_676664,T_5437
C_676673,T_5401
C_676673,T_5402
C_676682,T_456
C_676684,T_461
C_676686,T_466
C_676697,T_479
C_676701,T_481
C_676887,T_420
C_676897,T_5280
C_676900,T_505
C_676923,T_526
C_676923,T_534
C_676942,T_550
C_676962,T_608
C_676969,T_642
C_676969,T_632
C_676969,T_630
C_676969,T_629
C_677000,T_710
C_677000,T_713
C_677010,T_540
C_677014,T_740
C_677014,T_747
C_677018,T_749
C_677019,T_752
C_677019,T_758
C_677028,T_115
C_677038,T_796
C_677045,T_805
C_677045,T_796
C_677052,T_273
C_677068,T_865
C_677089,T_948
C_677110,T_984
C_677130,T_1032
C_677150,T_1057
C_677150,T_1059
C_677151,T_1062
C_677152,T_1067
C_677167,T_1103
C_677172,T_1118
C_677174,T_1111
C_677184,T_1134
C_677192,T_1148
C_677193,T_1149
C_677218,T_1198
C_680717,T_1248
C_680717,T_1249
C_680717,T_1242
C_680719,T_1256
C_680724,T_1264
C_680732,T_1273
C_680754,T_1294
C_680768,T_1321
C_680768,T_1322
C_680769,T_1328
C_680770,T_1326
C_680772,T_1067
C_680774,T_1334
C_680779,T_1353
C_680780,T_1348
C_680780,T_1351
C_680784,T_1355
C_680784,T_1356
C_680784,T_1357
C_680784,T_1360
C_680786,T_1369
C_680790,T_1380
C_680802,T_1388
C_680802,T_1389
C_680803,T_1392
C_680817,T_1408
C_680817,T_1411
C_680818,T_1414
C_680821,T_1435
C_680828,T_1442
C_680828,T_1445
C_680828,T_1449
C_680845,T_1472
C_680845,T_1473
C_680852,T_1484
C_680868,T_1507
C_680881,T_1519
C_680884,T_1523
C_680891,T_1530
C_680905,T_1554
C_680915,T_1564
C_680917,T_50
C_680919,T_1572
C_680937,T_1603
C_680952,T_1620
C_680955,T_1630
C_680958,T_1636
C_680975,T_1662
C_680978,T_1668
C_680979,T_1673
C_680980,T_1676
C_680981,T_386
C_680981,T_1683
C_680984,T_1693
C_680985,T_1696
C_680985,T_1697
C_680987,T_1703
C_680987,T_1704
C_680988,T_1710
C_680988,T_1712
C_680990,T_1412
C_680990,T_1721
C_680990,T_1725
C_680992,T_5762
C_680992,T_5763
C_680992,T_5769
C_680992,T_5766
C_681001,T_1744
C_681001,T_1745
C_681005,T_1756
C_681006,T_1758
C_681006,T_1760
C_681009,T_1768
C_681011,T_4910
C_681028,T_1826
C_681030,T_1852
C_681031,T_1882
C_681031,T_1885
C_681031,T_1862
C_681033,T_1892
C_681063,T_1204
C_681069,T_1928
C_681079,T_1956
C_681080,T_1963
C_681080,T_1965
C_681081,T_1967
C_681083,T_1987
C_681087,T_4031
C_681090,T_2009
C_681094,T_2014
C_681096,T_2019
C_681096,T_2020
C_681105,T_2035
C_681114,T_344
C_681114,T_5897
C_681154,T_2061
C_681158,T_2066
C_681184,T_2074
C_681186,T_2075
C_681197,T_2080
C_681255,T_160
C_681255,T_162
C_681272,T_2096
C_681272,T_2098
C_681331,T_2117
C_681331,T_2121
C_681331,T_2123
C_681339,T_2137
C_681341,T_2143
C_681345,T_2150
C_681345,T_2146
C_681353,T_2165
C_681364,T_327
C_681382,T_2191
C_681389,T_2202
C_681396,T_2205
C_681397,T_2209
C_681397,T_2210
C_681400,T_2216
C_681414,T_2237
C_681422,T_4936
C_681422,T_14404
C_681432,T_2253
C_681452,T_2278
C_681460,T_2291
C_681470,T_2297
C_681471,T_2311
C_681474,T_2314
C_681475,T_2317
C_681485,T_2327
C_681488,T_2328
C_681491,T_2338
C_681491,T_2335
C_681518,T_2350
C_681519,T_2363
C_681551,T_2385
C_681552,T_2388
C_681567,T_2403
C_681573,T_2404
C_681582,T_2350
C_681609,T_2430
C_681615,T_156
C_681615,T_5290
C_681619,T_6853
C_681622,T_2451
C_681622,T_2452
C_681638,T_2468
C_681643,T_2476
C_681643,T_2478
C_681645,T_2479
C_681645,T_2480
C_681647,T_2486
C_681655,T_2494
C_681655,T_2499
C_681661,T_2508
C_681663,T_2527
C_681669,T_2542
C_681678,T_2546
C_681678,T_2551
C_681683,T_2564
C_681690,T_2581
C_681692,T_2585
C_681696,T_2593
C_681708,T_2611
C_681715,T_2626
C_681719,T_2644
C_681729,T_2648
C_681730,T_2632
C_681730,T_5340
C_681735,T_8318
C_681742,T_11530
C_681743,T_95
C_681744,T_2680
C_681745,T_2682
C_681745,T_2685
C_681750,T_2692
C_681754,T_9404
C_681756,T_2714
C_681757,T_2713
C_681758,T_2513
C_681759,T_2721
C_681760,T_2726
C_681764,T_2729
C_681770,T_2742
C_681771,T_2745
C_681791,T_2761
C_681795,T_1438
C_681834,T_319
C_681848,T_420
C_681856,T_2811
C_681856,T_2814
C_681858,T_2817
C_681860,T_2821
C_681866,T_2830
C_681870,T_2837
C_681919,T_2891
C_681925,T_2897
C_681930,T_2906
C_681934,T_2913
C_681934,T_2914
C_681935,T_2917
C_681937,T_2921
C_681951,T_2964
C_681952,T_2969
C_681952,T_2966
C_681957,T_2978
C_681957,T_2981
C_681971,T_3001
C_681971,T_3003
C_681975,T_3006
C_681979,T_3009
C_681993,T_3052
C_681994,T_3053
C_681995,T_693
C_681998,T_3062
C_682000,T_3074
C_682000,T_3070
C_682004,T_3085
C_682006,T_3096
C_682007,T_3101
C_682012,T_3110
C_682014,T_3113
C_682128,T_2842
C_682153,T_3137
C_682155,T_2668
C_682157,T_2849
C_682163,T_3141
C_682165,T_2853
C_682165,T_2854
C_682168,T_3000
C_682180,T_3151
C_682185,T_3159
C_682203,T_1908
C_682203,T_1909
C_682226,T_3178
C_682226,T_3187
C_682233,T_353
C_682247,T_3211
C_682250,T_3204
C_682259,T_3246
C_682261,T_3235
C_682261,T_3240
C_682261,T_3243
C_682265,T_3247
C_682268,T_3260
C_682271,T_21
C_682275,T_2752
C_682282,T_3262
C_682296,T_3279
C_682296,T_3280
C_682302,T_2120
C_682303,T_5241
C_682311,T_2876
C_682311,T_2877
C_682312,T_3295
C_682313,T_3299
C_682314,T_3288
C_682319,T_3303
C_682320,T_2758
C_682330,T_2765
C_682342,T_3327
C_682344,T_3024
C_682344,T_3027
C_682345,T_2766
C_682353,T_3337
C_682362,T_3347
C_682372,T_2890
C_682392,T_2891
C_682392,T_1813
C_682395,T_2795
C_682395,T_2798
C_682395,T_559
C_682431,T_4366
C_682431,T_15084
C_682437,T_2801
C_682437,T_2803
C_682437,T_2805
C_682441,T_3401
C_682470,T_3064
C_682479,T_3429
C_682479,T_4975
C_682484,T_3438
C_682487,T_3444
C_682489,T_3448
C_682506,T_3471
C_682506,T_3472
C_682514,T_3480
C_682516,T_3488
C_682516,T_3490
C_682516,T_3491
C_682522,T_3496
C_682530,T_3087
C_682531,T_3501
C_682562,T_3564
C_682567,T_1239
C_682573,T_3569
C_682581,T_3585
C_682589,T_3596
C_682620,T_59
C_682629,T_2976
C_682633,T_3646
C_682648,T_3656
C_682649,T_805
C_682656,T_4672
C_682657,T_3657
C_682659,T_2993
C_682665,T_3657
C_682671,T_3664
C_682671,T_3666
C_682672,T_14161
C_682692,T_5925
C_682728,T_3704
C_682731,T_3387
C_682734,T_3714
C_682741,T_1420
C_682742,T_1483
C_682747,T_3723
C_682771,T_3737
C_682771,T_3738
C_682772,T_1617
C_682780,T_1648
C_682780,T_1649
C_682813,T_1952
C_682819,T_2039
C_685664,T_2791
C_688336,T_3398
C_688346,T_2969
C_694141,T_1384
C_694143,T_14
C_694149,T_3778
C_694149,T_3779
C_694150,T_3783
C_694158,T_3164
C_694162,T_1767
C_694162,T_3798
C_694162,T_3800
C_694163,T_3803
C_694168,T_4046
C_696518,T_1016
C_696523,T_38
C_696541,T_386
C_696541,T_387
C_696541,T_389
C_696541,T_390
C_696543,T_3128
C_696555,T_346
C_696562,T_320
C_696563,T_147
C_696563,T_148
C_696563,T_149
C_696571,T_3818
C_696593,T_2429
C_696597,T_78
C_696597,T_6387
C_696606,T_3831
C_696625,T_931
C_696625,T_934
C_696633,T_927
C_696635,T_166
C_696643,T_873
C_696643,T_908
C_696643,T_910
C_696643,T_911
C_696643,T_920
C_696651,T_702
C_696654,T_114
C_696666,T_890
C_696667,T_6260
C_696683,T_95
C_696689,T_3843
C_696689,T_3847
C_696689,T_6357
C_696708,T_2158
C_696709,T_3850
C_696709,T_3852
C_696710,T_335
C_696711,T_1801
C_696740,T_3865
C_696753,T_3870
C_696794,T_2695
C_696794,T_2698
C_696808,T_1280
C_696814,T_2366
C_696836,T_2687
C_696841,T_822
C_696841,T_823
C_696846,T_200
C_696864,T_9
C_696864,T_10
C_696872,T_1120
C_696886,T_1098
C_696890,T_1161
C_696901,T_73
C_696915,T_1176
C_696915,T_1177
C_696917,T_276
C_696925,T_2028
C_696964,T_1193
C_696973,T_1559
C_696977,T_5114
C_696986,T_46
C_696990,T_4052
C_696992,T_135
C_696994,T_48
C_696999,T_3903
C_697005,T_1303
C_697011,T_840
C_697012,T_138
C_697020,T_3644
C_697024,T_1047
C_697031,T_3611
C_697031,T_10526
C_697036,T_3904
C_697038,T_517
C_697041,T_245
C_697041,T_249
C_697046,T_5363
C_697053,T_1202
C_697061,T_3909
C_697065,T_1089
C_697096,T_672
C_697100,T_671
C_697106,T_684
C_697121,T_3917
C_697121,T_3921
C_697135,T_3369
C_697142,T_1486
C_697148,T_3159
C_697151,T_3930
C_697155,T_1668
C_697166,T_719
C_697172,T_1908
C_697188,T_23
C_697191,T_53
C_697208,T_669
C_697214,T_2180
C_697253,T_191
C_697253,T_197
C_697265,T_96
C_697265,T_90
C_697270,T_315
C_697278,T_1206
C_697289,T_11452
C_697327,T_3616
C_697381,T_785
C_697381,T_786
C_697407,T_598
C_697415,T_4569
C_697422,T_408
C_697423,T_1077
C_697471,T_3936
C_697493,T_150
C_697493,T_153
C_697493,T_154
C_697506,T_973
C_697556,T_960
C_697556,T_970
C_697556,T_968
C_697584,T_939
C_697677,T_845
C_697677,T_848
C_697729,T_10049
C_697729,T_2332
C_697757,T_3955
C_697778,T_3956
C_697791,T_540
C_697825,T_4600
C_707013,T_7791
C_707022,T_304
C_707022,T_301
C_707022,T_295
C_707022,T_294
C_707025,T_217
C_707025,T_3
C_707025,T_219
C_707031,T_414
C_707051,T_3023
C_707054,T_3372
C_707099,T_912
C_707099,T_913
C_707099,T_916
C_707099,T_918
C_707106,T_2911
C_707112,T_1752
C_707112,T_1753
C_707119,T_783
C_707119,T_797
C_707135,T_86
C_707360,T_3975
C_707363,T_16726
C_707363,T_16731
C_707384,T_3988
C_707456,T_1516
C_707456,T_1514
C_707456,T_4435
C_733993,T_4064
C_734011,T_29
C_734011,T_724
C_734011,T_725
C_734021,T_4073
C_734032,T_43
C_734049,T_4103
C_734059,T_4094
C_734068,T_4106
C_735030,T_4131
C_735030,T_4135
C_735046,T_9990
C_735050,T_4119
C_735066,T_4151
C_735077,T_9866
C_735077,T_9867
C_735079,T_4175
C_735079,T_4174
C_735079,T_4176
C_735122,T_5850
C_735131,T_4202
C_735131,T_4206
C_735131,T_4208
C_735146,T_4614
C_735149,T_4223
C_735155,T_4227
C_735175,T_5200
C_735194,T_2218
C_735244,T_51
C_735261,T_4925
C_735267,T_7689
C_735293,T_4275
C_735306,T_15044
C_735325,T_4060
C_735348,T_3297
C_735357,T_3525
C_735357,T_3529
C_735364,T_4338
C_735364,T_4339
C_735369,T_4346
C_735373,T_5342
C_735385,T_3656
C_735394,T_1013
C_735395,T_1422
C_735395,T_1424
C_735395,T_1416
C_735395,T_1412
C_735419,T_3234
C_735419,T_3237
C_735419,T_3243
C_735431,T_3214
C_736530,T_4358
C_737462,T_3666
C_737499,T_4365
C_737512,T_43
C_746971,T_4403
C_746985,T_4408
C_747024,T_4414
C_747044,T_10216
C_747044,T_4418
C_747044,T_4419
C_747227,T_4405
C_747273,T_1465
C_747690,T_4041
C_747690,T_4044
C_749652,T_4439
C_756607,T_1463
C_756622,T_4487
C_756622,T_4489
C_756622,T_1275
C_756690,T_4504
C_756690,T_4505
C_756700,T_10590
C_758194,T_4524
C_758194,T_4526
C_758201,T_4528
C_758208,T_4888
C_758221,T_4290
C_758221,T_4292
C_758221,T_4295
C_758221,T_5213
C_758222,T_3810
C_758222,T_3813
C_758928,T_4978
C_758928,T_11983
C_758961,T_1063
C_759007,T_4451
C_766175,T_4624
C_766175,T_4625
C_769264,T_3826
C_769301,T_4599
C_769301,T_4596
C_769301,T_4589
C_769301,T_4584
C_769301,T_4575
C_773985,T_4688
C_776850,T_4905
C_777194,T_11921
C_780629,T_4703
C_781494,T_4646
C_782508,T_4744
C_782555,T_4751
C_784069,T_4756
C_784069,T_21
C_784387,T_4763
C_785161,T_3765
C_789833,T_4367
C_791738,T_4025
C_791738,T_4021
C_791822,T_5186
C_791822,T_5189
C_793017,T_4653
C_797321,T_4731
C_797404,T_4470
C_797938,T_4053
C_799791,T_4941
C_799800,T_4943
C_801446,T_4819
C_811503,T_4967
C_813262,T_4832
C_813262,T_4826
C_813290,T_4804
C_813491,T_4986
C_819279,T_5146
C_823315,T_5209
C_823317,T_4952
C_823317,T_5093
C_823326,T_5196
C_825821,T_5205
C_825822,T_4426
C_830439,T_28
C_830568,T_28
C_830571,T_3891
C_830573,T_28
C_837228,T_5270
C_837228,T_4365
C_837735,T_5339
C_837980,T_5259
C_837980,T_5261
C_837985,T_5224
C_842836,T_5173
C_842836,T_5348
C_854868,T_131
C_855688,T_5462
C_857825,T_5082
C_859519,T_5138
C_862967,T_5555
C_862969,T_354
C_862969,T_356
C_862969,T_5588
C_865842,T_3829
C_866182,T_5662
C_873860,T_5646
C_875624,T_5702
C_876689,T_5674
C_876708,T_4711
C_876711,T_5580
C_879073,T_5614
C_881112,T_5835
C_881112,T_5836
C_881112,T_5837
C_881112,T_5838
C_881112,T_5734
C_881112,T_5718
C_881112,T_5720
C_881424,T_1484
C_883372,T_805
C_887101,T_5734
C_890220,T_6662
C_890220,T_6666
C_890220,T_6670
C_898292,T_5892
C_898298,T_5958
C_898312,T_5998
C_901947,T_6124
C_901958,T_6117
C_902888,T_2655
C_904503,T_11932
C_905186,T_6101
C_905199,T_6133
C_907948,T_5929
C_907949,T_6291
C_907965,T_6221
C_908991,T_6230
C_908991,T_6238
C_909094,T_6199
C_911131,T_5456
C_911159,T_6172
C_911168,T_6159
C_911178,T_6304
C_911178,T_6308
C_911735,T_6373
C_916833,T_6086
C_916838,T_5480
C_917306,T_6026
C_922860,T_6421
C_922860,T_6525
C_922865,T_6041
C_926165,T_4846
C_926165,T_4848
C_927961,T_6540
C_927961,T_6544
C_927972,T_6500
C_928746,T_2774
C_931250,T_7191
C_931250,T_6798
C_932172,T_881
C_932172,T_884
C_932179,T_5552
C_934510,T_6649
C_934522,T_6712
C_934535,T_6698
C_936943,T_6994
C_936949,T_5808
C_936954,T_6749
C_936963,T_6732
C_936968,T_6735
C_936971,T_7435
C_936977,T_6106
C_937262,T_6705
C_937285,T_6706
C_939342,T_6935
C_939352,T_5899
C_943223,T_6691
C_943226,T_6991
C_947147,T_6910
C_947152,T_7008
C_947158,T_6913
C_947161,T_6954
C_947161,T_6968
C_947241,T_7094
C_947243,T_7823
C_947244,T_7259
C_947246,T_6353
C_947667,T_7500
C_947673,T_7508
C_947693,T_1722
C_947699,T_7538
C_947768,T_871
C_947768,T_7601
C_947773,T_353
C_948038,T_7065
C_948049,T_7290
C_948076,T_7210
C_948085,T_6693
C_948093,T_11473
C_948093,T_14880
C_948095,T_7433
C_948102,T_7514
C_948102,T_7516
C_948102,T_7522
C_948106,T_9726
C_948109,T_7195
C_948114,T_7935
C_948120,T_7072
C_948132,T_7744
C_948132,T_15969
C_948148,T_7227
C_948148,T_7228
C_948153,T_7715
C_948216,T_6869
C_948244,T_10933
C_948245,T_6611
C_948259,T_7774
C_948259,T_7776
C_948264,T_15129
C_948267,T_8582
C_948269,T_6812
C_948269,T_6810
C_948286,T_7493
C_948292,T_7238
C_948294,T_7478
C_948294,T_7480
C_948296,T_7703
C_948393,T_7756
C_948393,T_7759
C_948393,T_7760
C_948404,T_7424
C_948404,T_7486
C_948407,T_7677
C_948409,T_7696
C_948409,T_7697
C_948414,T_7610
C_948415,T_7948
C_948415,T_7952
C_948430,T_7379
C_948433,T_7024
C_948433,T_7058
C_948435,T_7647
C_948488,T_7730
C_948488,T_7731
C_948488,T_7732
C_949542,T_10280
C_949542,T_10281
C_1017419,T_16199
C_1025079,T_7939
C_1123944,T_7967
C_1123979,T_7934
C_1124039,T_7908
C_1320505,T_8953
C_1410145,T_8699
C_1410371,T_8286
C_1412527,T_8411
C_1412527,T_8413
C_1429102,T_6155
C_1434593,T_8722
C_1438319,T_7958
C_1438319,T_7965
C_1438319,T_7960
C_1526890,T_9300
C_1526890,T_9303
C_1526890,T_9304
C_1527362,T_6648
C_1527433,T_9047
C_1627979,T_9021
C_1645365,T_9303
C_1679989,T_9799
C_1683594,T_9819
C_1683594,T_9825
C_1683594,T_9851
C_1686679,T_9967
C_1687727,T_9880
C_1691144,T_9901
C_1692685,T_10462
C_1696155,T_7112
C_1696155,T_7114
C_1704762,T_9925
C_1704762,T_9924
C_1712434,T_7877
C_1712435,T_10043
C_1714447,T_5209
C_1714448,T_9682
C_1714449,T_1627
C_1714449,T_9963
C_1724283,T_9463
C_1731879,T_10035
C_1731879,T_12039
C_1731879,T_12162
C_1731884,T_10031
C_1737097,T_10265
C_1737097,T_10267
C_1737097,T_10269
C_1738993,T_10223
C_1741501,T_8079
C_1741501,T_8081
C_1741502,T_8994
C_1741506,T_9118
C_1741534,T_5545
C_1741536,T_10244
C_1741538,T_10116
C_1741987,T_1067
C_1741987,T_10025
C_1750791,T_6067
C_1750791,T_6068
C_1750795,T_10347
C_1750795,T_10350
C_1750819,T_10325
C_1755846,T_1270
C_1755891,T_3289
C_1755895,T_2642
C_1755895,T_2643
C_1755912,T_9328
C_1755913,T_10104
C_1755920,T_65
C_1755920,T_4150
C_1755921,T_4242
C_1755926,T_1520
C_1755929,T_5584
C_1755930,T_2914
C_1755939,T_7720
C_1755943,T_2956
C_1755943,T_2959
C_1755951,T_594
C_1755952,T_598
C_1756056,T_242
C_1756066,T_787
C_1756073,T_495
C_1756073,T_496
C_1756074,T_116
C_1756075,T_3366
C_1756753,T_783
C_1756753,T_797
C_1758019,T_9857
C_1758019,T_9855
C_1758019,T_9863
C_1760256,T_540
C_1760264,T_3175
C_1760276,T_1236
C_1761358,T_10323
C_1761358,T_10337
C_1761463,T_1907
C_1761467,T_1909
C_1764844,T_494
C_1764847,T_1904
C_1764849,T_1916
C_1764853,T_5922
C_1764853,T_5924
C_1764862,T_1910
C_1764864,T_2872
C_1765596,T_10542
C_1765606,T_3947
C_1766165,T_1420
C_1766165,T_1416
C_1766166,T_1422
C_1766166,T_10603
C_1766167,T_9817
C_1766167,T_1312
C_1766167,T_9834
C_1766167,T_9841
C_1766167,T_4182
C_1766167,T_9848
C_1766899,T_10618
C_1767578,T_10086
C_1767580,T_10415
C_1767581,T_10371
C_1767587,T_10427
C_1767590,T_10513
C_1771153,T_4377
C_1771153,T_7155
C_1771155,T_1312
C_1771156,T_1416
C_1771161,T_7088
C_1771161,T_7090
C_1771165,T_7425
C_1774960,T_10893
C_1774960,T_10894
C_1774960,T_10895
C_1774962,T_2636
C_1774963,T_5920
C_1774967,T_10742
C_1774972,T_10641
C_1774976,T_10734
C_1774977,T_10714
C_1774980,T_491
C_1774983,T_3069
C_1774986,T_372
C_1774987,T_1851
C_1774987,T_1846
C_1775489,T_10770
C_1775511,T_10774
C_1775511,T_10775
C_1776281,T_10660
C_1776283,T_7633
C_1776283,T_7679
C_1776285,T_10537
C_1776287,T_10022
C_1776287,T_10023
C_1777000,T_10636
C_1777000,T_11004
C_1778439,T_4317
C_1778439,T_4319
C_1778439,T_4320
C_1778453,T_1348
C_1778564,T_10744
C_1779421,T_7371
C_1780641,T_1516
C_1781812,T_10949
C_1784704,T_5834
C_1784711,T_7190
C_1784713,T_15645
C_1785303,T_9260
C_1785616,T_10811
C_1787086,T_1472
C_1789682,T_10844
C_1789683,T_10912
C_1789683,T_10913
C_1789688,T_88
C_1789689,T_11013
C_1789694,T_10219
C_1789695,T_10885
C_1789696,T_10801
C_1789696,T_10974
C_1790947,T_1512
C_1791152,T_540
C_1793814,T_776
C_1794464,T_1270
C_1797897,T_10736
C_1797902,T_10738
C_1804511,T_11317
C_1804511,T_11321
C_1804511,T_11323
C_1804595,T_11352
C_1806527,T_11546
C_1806527,T_11547
C_1808487,T_16251
C_1811720,T_10904
C_1811720,T_8809
C_1811723,T_11313
C_1811730,T_9658
C_1811739,T_3249
C_1811839,T_14445
C_1814260,T_11569
C_1818546,T_28
C_1821200,T_11650
C_1821200,T_8840
C_1821490,T_3901
C_1821490,T_3903
C_1824376,T_11646
C_1824915,T_10318
C_1824926,T_11630
C_1825111,T_11695
C_1825362,T_10216
C_1828101,T_734
C_1828101,T_736
C_1828101,T_11671
C_1829954,T_7700
C_1829957,T_1741
C_1829957,T_11712
C_1833446,T_1899
C_1833554,T_11767
C_1842823,T_5063
C_1844101,T_11718
C_1844121,T_11790
C_1844124,T_11788
C_1844124,T_11791
C_1844124,T_11826
C_1844126,T_1655
C_1844128,T_11782
C_1846545,T_11465
C_1854868,T_9275
C_1864055,T_11305
C_1864056,T_11994
C_1864058,T_4749
C_1864059,T_10388
C_1864059,T_9940
C_1864063,T_7455
C_1864065,T_11827
C_1864065,T_11831
C_1864067,T_12182
C_1864068,T_11816
C_1875488,T_8847
C_1875490,T_11886
C_1875490,T_11923
C_1875515,T_11496
C_1875515,T_11898
C_1875524,T_11855
C_1883679,T_12126
C_1883679,T_13030
C_1884005,T_12137
C_1886678,T_11892
C_1886686,T_12070
C_1886689,T_12119
C_1886693,T_10351
C_1891044,T_3309
C_1891044,T_4346
C_1891047,T_5442
C_1891047,T_1723
C_1891052,T_12000
C_1891384,T_211
C_1894844,T_11805
C_1903973,T_11754
C_1903976,T_12183
C_1903979,T_11745
C_1903980,T_14635
C_1904003,T_12174
C_1904005,T_10885
C_1904005,T_10889
C_1904032,T_12965
C_1904668,T_12978
C_1904668,T_10459
C_1904668,T_5796
C_1904668,T_10468
C_1905909,T_13005
C_1905909,T_6525
C_1905909,T_6524
C_1906552,T_4124
C_1906552,T_12891
C_1907838,T_11384
C_1907841,T_11958
C_1907841,T_11964
C_1907852,T_6861
C_1908898,T_14023
C_1910385,T_13290
C_1910407,T_13303
C_1910423,T_1068
C_1910426,T_13317
C_1910431,T_13313
C_1910437,T_13320
C_1910442,T_13332
C_1910447,T_13334
C_1910455,T_13338
C_1910455,T_13341
C_1910455,T_13344
C_1910478,T_13361
C_1910482,T_13366
C_1912002,T_12058
C_1912005,T_11970
C_1912006,T_13239
C_1912007,T_13274
C_1912014,T_1515
C_1912019,T_13471
C_1912020,T_4477
C_1912188,T_12965
C_1914506,T_13495
C_1916207,T_13557
C_1918353,T_10643
C_1918354,T_1631
C_1918354,T_1633
C_1918354,T_1635
C_1918354,T_1636
C_1918354,T_1637
C_1918355,T_12075
C_1918355,T_12077
C_1918355,T_12079
C_1918363,T_13435
C_1924175,T_12993
C_1924175,T_13033
C_1925894,T_13627
C_1925897,T_13641
C_1925898,T_13258
C_1925901,T_12190
C_1925905,T_11469
C_1925908,T_13614
C_1925909,T_12003
C_1925909,T_12004
C_1925912,T_12972
C_1925913,T_13678
C_1925913,T_13680
C_1925922,T_13023
C_1940647,T_43
C_1941101,T_13602
C_1944716,T_11037
C_1944724,T_9959
C_1944724,T_9960
C_1944725,T_13821
C_1944726,T_11476
C_1960452,T_14935
C_1979097,T_14141
C_1980009,T_14170
C_1987579,T_14180
C_1987701,T_14642
C_1992917,T_13952
C_1992918,T_13932
C_1992921,T_13962
C_1992927,T_13942
C_1992935,T_13801
C_1992950,T_13264
C_1992950,T_13256
